Q96CB8	reviewed	INT12_HUMAN	Integrator complex subunit 12 (Int12) (PHD finger protein 22)	INTS12 PHF22 SBBI22	Homo sapiens (Human)	462
Q96CK0	reviewed	ZN653_HUMAN	Zinc finger protein 653 (67 kDa zinc finger protein) (Zinc finger protein Zip67)	ZNF653 ZIP67	Homo sapiens (Human)	615
Q96CV9	reviewed	OPTN_HUMAN	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	OPTN FIP2 GLC1E HIP7 HYPL NRP	Homo sapiens (Human)	577
Q96D59	reviewed	RN183_HUMAN	E3 ubiquitin-protein ligase RNF183 (EC 2.3.2.27)	RNF183	Homo sapiens (Human)	192
Q96DT7	reviewed	ZBT10_HUMAN	Zinc finger and BTB domain-containing protein 10 (Zinc finger protein RIN ZF)	ZBTB10 RINZF RINZFC	Homo sapiens (Human)	871
Q96DX7	reviewed	TRI44_HUMAN	Tripartite motif-containing protein 44 (Protein DIPB)	TRIM44 DIPB	Homo sapiens (Human)	344
Q96DX8	reviewed	RTP4_HUMAN	Receptor-transporting protein 4 (28 kDa interferon-responsive protein) (3CxxC-type zinc finger protein 4)	RTP4 IFRG28 Z3CXXC4	Homo sapiens (Human)	246
Q96E35	reviewed	ZMY19_HUMAN	Zinc finger MYND domain-containing protein 19 (Melanin-concentrating hormone receptor 1-interacting zinc finger protein) (MCH-R1-interacting zinc finger protein)	ZMYND19 MIZIP	Homo sapiens (Human)	227
Q96EG3	reviewed	ZN837_HUMAN	Zinc finger protein 837	ZNF837	Homo sapiens (Human)	531
Q96EK4	reviewed	THA11_HUMAN	THAP domain-containing protein 11	THAP11 HRIHFB2206	Homo sapiens (Human)	314
Q96EP0	reviewed	RNF31_HUMAN	E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31) (Zinc in-between-RING-finger ubiquitin-associated domain protein)	RNF31 ZIBRA	Homo sapiens (Human)	1072
Q96EP1	reviewed	CHFR_HUMAN	E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING finger protein 196) (RING-type E3 ubiquitin transferase CHFR)	CHFR RNF196	Homo sapiens (Human)	664
Q96EQ8	reviewed	RN125_HUMAN	E3 ubiquitin-protein ligase RNF125 (EC 2.3.2.27) (RING finger protein 125) (T-cell RING activation protein 1) (TRAC-1)	RNF125	Homo sapiens (Human)	232
Q96EX2	reviewed	RNFT2_HUMAN	E3 ubiquitin-protein ligase RNFT2 (RING finger and transmembrane domain-containing protein 2) (Transmembrane protein 118)	RNFT2 TMEM118	Homo sapiens (Human)	444
Q96EY1	reviewed	DNJA3_HUMAN	"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)"	DNAJA3 HCA57 TID1	Homo sapiens (Human)	480
Q96F44	reviewed	TRI11_HUMAN	E3 ubiquitin-protein ligase TRIM11 (EC 2.3.2.27) (Protein BIA1) (RING finger protein 92) (Tripartite motif-containing protein 11)	TRIM11 RNF92	Homo sapiens (Human)	468
Q96F45	reviewed	ZN503_HUMAN	Zinc finger protein 503	ZNF503 NOLZ1	Homo sapiens (Human)	646
Q96G46	reviewed	DUS3L_HUMAN	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3L) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)	DUS3L	Homo sapiens (Human)	650
Q96G75	reviewed	RMD5B_HUMAN	E3 ubiquitin-protein transferase RMND5B (EC 2.3.2.27) (Protein RMD5 homolog B)	RMND5B UNQ2508/PRO5996	Homo sapiens (Human)	393
Q96GC6	reviewed	ZN274_HUMAN	Neurotrophin receptor-interacting factor homolog (Zinc finger protein 274) (Zinc finger protein HFB101) (Zinc finger protein with KRAB and SCAN domains 19) (Zinc finger protein zfp2) (Zf2)	ZNF274 ZKSCAN19 SP2114	Homo sapiens (Human)	653
Q96GF1	reviewed	RN185_HUMAN	E3 ubiquitin-protein ligase RNF185 (EC 2.3.2.27) (RING finger protein 185)	RNF185	Homo sapiens (Human)	192
Q96GM8	reviewed	TOE1_HUMAN	Target of EGR1 protein 1	TOE1	Homo sapiens (Human)	510
Q96H86	reviewed	ZN764_HUMAN	Zinc finger protein 764	ZNF764	Homo sapiens (Human)	408
Q96I27	reviewed	ZN625_HUMAN	Zinc finger protein 625	ZNF625	Homo sapiens (Human)	306
Q96IQ9	reviewed	ZN414_HUMAN	Zinc finger protein 414	ZNF414	Homo sapiens (Human)	312
Q96IT1	reviewed	ZN496_HUMAN	Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)	ZNF496 ZKSCAN17	Homo sapiens (Human)	587
Q96IU2	reviewed	ZBED3_HUMAN	Zinc finger BED domain-containing protein 3 (Axin-interacting protein)	ZBED3	Homo sapiens (Human)	234
Q96JB3	reviewed	HIC2_HUMAN	Hypermethylated in cancer 2 protein (Hic-2) (HIC1-related gene on chromosome 22 protein) (Hic-3) (Zinc finger and BTB domain-containing protein 30)	HIC2 HRG22 KIAA1020 ZBTB30	Homo sapiens (Human)	615
Q96JG9	reviewed	ZN469_HUMAN	Zinc finger protein 469	ZNF469 KIAA1858	Homo sapiens (Human)	3953
Q96JL9	reviewed	ZN333_HUMAN	Zinc finger protein 333	ZNF333 KIAA1806	Homo sapiens (Human)	665
Q96JM2	reviewed	ZN462_HUMAN	Zinc finger protein 462 (Zinc finger PBX1-interacting protein) (ZFPIP)	ZNF462 KIAA1803	Homo sapiens (Human)	2506
Q96JM3	reviewed	CHAP1_HUMAN	Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)	CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828	Homo sapiens (Human)	812
Q96JM7	reviewed	LMBL3_HUMAN	Lethal(3)malignant brain tumor-like protein 3 (H-l(3)mbt-like protein 3) (L(3)mbt-like protein 3) (L3mbt-like 3) (MBT-1)	L3MBTL3 KIAA1798 MBT1	Homo sapiens (Human)	780
Q96JP5	reviewed	ZFP91_HUMAN	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91)	ZFP91 ZNF757 FKSG11	Homo sapiens (Human)	570
Q96K19	reviewed	RN170_HUMAN	E3 ubiquitin-protein ligase RNF170 (EC 2.3.2.27) (Putative LAG1-interacting protein) (RING finger protein 170) (RING-type E3 ubiquitin transferase RNF170)	RNF170	Homo sapiens (Human)	258
Q96K21	reviewed	ANCHR_HUMAN	Abscission/NoCut checkpoint regulator (ANCHR) (MLL partner containing FYVE domain) (Zinc finger FYVE domain-containing protein 19)	ZFYVE19 ANCHR MPFYVE	Homo sapiens (Human)	471
Q96K58	reviewed	ZN668_HUMAN	Zinc finger protein 668	ZNF668	Homo sapiens (Human)	619
Q96K80	reviewed	ZC3HA_HUMAN	Zinc finger CCCH domain-containing protein 10	ZC3H10 ZC3HDC10	Homo sapiens (Human)	434
Q96K83	reviewed	ZN521_HUMAN	Zinc finger protein 521 (Early hematopoietic zinc finger protein) (LYST-interacting protein 3)	ZNF521 EHZF LIP3	Homo sapiens (Human)	1311
Q96KM6	reviewed	Z512B_HUMAN	Zinc finger protein 512B	ZNF512B KIAA1196	Homo sapiens (Human)	892
Q96L73	reviewed	NSD1_HUMAN	"Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.357) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)"	NSD1 ARA267 KMT3B	Homo sapiens (Human)	2696
Q96LD4	reviewed	TRI47_HUMAN	E3 ubiquitin-protein ligase TRIM47 (EC 2.3.2.27) (Gene overexpressed in astrocytoma protein) (RING finger protein 100) (Tripartite motif-containing protein 47)	TRIM47 GOA RNF100	Homo sapiens (Human)	638
Q96LX8	reviewed	ZN597_HUMAN	Zinc finger protein 597	ZNF597	Homo sapiens (Human)	424
Q96M96	reviewed	FGD4_HUMAN	"FYVE, RhoGEF and PH domain-containing protein 4 (Actin filament-binding protein frabin) (FGD1-related F-actin-binding protein) (Zinc finger FYVE domain-containing protein 6)"	FGD4 FRABP ZFYVE6	Homo sapiens (Human)	766
Q96MF2	reviewed	STAC3_HUMAN	SH3 and cysteine-rich domain-containing protein 3	STAC3	Homo sapiens (Human)	364
Q96MF7	reviewed	NSE2_HUMAN	E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (hMMS21) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog)	NSMCE2 C8orf36 MMS21	Homo sapiens (Human)	247
Q96MM3	reviewed	ZFP42_HUMAN	Zinc finger protein 42 homolog (Zfp-42) (Reduced expression protein 1) (REX-1) (hREX-1) (Zinc finger protein 754)	ZFP42 REX1 ZNF754	Homo sapiens (Human)	310
Q96MN9	reviewed	ZN488_HUMAN	Zinc finger protein 488	ZNF488	Homo sapiens (Human)	340
Q96MX3	reviewed	ZNF48_HUMAN	Zinc finger protein 48 (Zinc finger protein 553)	ZNF48 ZNF553	Homo sapiens (Human)	618
Q96N58	reviewed	ZN578_HUMAN	Zinc finger protein 578	ZNF578	Homo sapiens (Human)	590
Q96N77	reviewed	ZN641_HUMAN	Zinc finger protein 641	ZNF641	Homo sapiens (Human)	438
Q96N95	reviewed	ZN396_HUMAN	Zinc finger protein 396 (Zinc finger and SCAN domain-containing protein 14)	ZNF396 ZSCAN14	Homo sapiens (Human)	335
Q96NB3	reviewed	ZN830_HUMAN	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF830 CCDC16	Homo sapiens (Human)	372
Q96NC0	reviewed	ZMAT2_HUMAN	Zinc finger matrin-type protein 2	ZMAT2	Homo sapiens (Human)	199
Q96NG5	reviewed	ZN558_HUMAN	Zinc finger protein 558	ZNF558	Homo sapiens (Human)	402
Q96P09	reviewed	BIRC8_HUMAN	Baculoviral IAP repeat-containing protein 8 (Inhibitor of apoptosis-like protein 2) (IAP-like protein 2) (ILP-2) (Testis-specific inhibitor of apoptosis)	BIRC8 ILP2	Homo sapiens (Human)	236
Q96P47	reviewed	AGAP3_HUMAN	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)"	AGAP3 CENTG3	Homo sapiens (Human)	875
Q96P48	reviewed	ARAP1_HUMAN	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)"	ARAP1 CENTD2 KIAA0782	Homo sapiens (Human)	1450
Q96P53	reviewed	WDFY2_HUMAN	WD repeat and FYVE domain-containing protein 2 (Propeller-FYVE protein) (Prof) (WD40- and FYVE domain-containing protein 2) (Zinc finger FYVE domain-containing protein 22)	WDFY2 WDF2 ZFYVE22	Homo sapiens (Human)	400
Q96PM5	reviewed	ZN363_HUMAN	RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2)	RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363	Homo sapiens (Human)	261
Q96PM9	reviewed	Z385A_HUMAN	Zinc finger protein 385A (Hematopoietic zinc finger protein) (Retinal zinc finger protein)	ZNF385A HZF RZF ZNF385	Homo sapiens (Human)	386
Q96PN7	reviewed	TREF1_HUMAN	Transcriptional-regulating factor 1 (Breast cancer anti-estrogen resistance 2) (Transcriptional-regulating protein 132) (Zinc finger protein rapa) (Zinc finger transcription factor TReP-132)	TRERF1 BCAR2 RAPA TREP132	Homo sapiens (Human)	1200
Q96PQ6	reviewed	ZN317_HUMAN	Zinc finger protein 317	ZNF317 KIAA1588	Homo sapiens (Human)	595
Q96PU4	reviewed	UHRF2_HUMAN	E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (Np95/ICBP90-like RING finger protein) (Np95-like RING finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING finger protein 107) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2)	UHRF2 NIRF RNF107	Homo sapiens (Human)	802
Q96PX1	reviewed	RN157_HUMAN	E3 ubiquitin ligase RNF157 (EC 2.3.2.27) (RING finger protein 157) (RING-type E3 ubiquitin transferase RNF157)	RNF157 KIAA1917	Homo sapiens (Human)	679
Q96QC0	reviewed	PP1RA_HUMAN	Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (Protein FB19) (p99)	PPP1R10 CAT53 FB19 PNUTS	Homo sapiens (Human)	940
Q96QT6	reviewed	PHF12_HUMAN	PHD finger protein 12 (PHD factor 1) (Pf1)	PHF12 KIAA1523	Homo sapiens (Human)	1004
Q96RE9	reviewed	ZN300_HUMAN	Zinc finger protein 300	ZNF300	Homo sapiens (Human)	604
Q96RI1	reviewed	NR1H4_HUMAN	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)	NR1H4 BAR FXR HRR1 RIP14	Homo sapiens (Human)	486
Q96RL1	reviewed	UIMC1_HUMAN	BRCA1-A complex subunit RAP80 (Receptor-associated protein 80) (Retinoid X receptor-interacting protein 110) (Ubiquitin interaction motif-containing protein 1)	UIMC1 RAP80 RXRIP110	Homo sapiens (Human)	719
Q96S15	reviewed	WDR24_HUMAN	GATOR2 complex protein WDR24 (EC 2.3.2.27) (WD repeat-containing protein 24)	WDR24 C16orf21 JFP7	Homo sapiens (Human)	790
Q96S55	reviewed	WRIP1_HUMAN	ATPase WRNIP1 (EC 3.6.1.-) (Werner helicase-interacting protein 1)	WRNIP1 WHIP	Homo sapiens (Human)	665
Q96S99	reviewed	PKHF1_HUMAN	Pleckstrin homology domain-containing family F member 1 (PH domain-containing family F member 1) (Lysosome-associated apoptosis-inducing protein containing PH and FYVE domains) (Apoptosis-inducing protein) (PH and FYVE domain-containing protein 1) (Phafin-1) (Zinc finger FYVE domain-containing protein 15)	PLEKHF1 APPD LAPF ZFYVE15	Homo sapiens (Human)	279
Q96SQ5	reviewed	ZN587_HUMAN	Zinc finger protein 587	ZNF587	Homo sapiens (Human)	575
Q96SZ4	reviewed	ZSC10_HUMAN	Zinc finger and SCAN domain-containing protein 10 (Zinc finger protein 206)	ZSCAN10 ZNF206	Homo sapiens (Human)	725
Q96T23	reviewed	RSF1_HUMAN	Remodeling and spacing factor 1 (Rsf-1) (HBV pX-associated protein 8) (Hepatitis B virus X-associated protein) (p325 subunit of RSF chromatin-remodeling complex)	RSF1 HBXAP XAP8	Homo sapiens (Human)	1441
Q96T51	reviewed	RUFY1_HUMAN	RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12)	RUFY1 RABIP4 ZFYVE12	Homo sapiens (Human)	708
Q96T88	reviewed	UHRF1_HUMAN	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	UHRF1 ICBP90 NP95 RNF106	Homo sapiens (Human)	793
Q99469	reviewed	STAC_HUMAN	SH3 and cysteine-rich domain-containing protein (Src homology 3 and cysteine-rich domain-containing protein)	STAC STAC1	Homo sapiens (Human)	402
Q99490	reviewed	AGAP2_HUMAN	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)"	AGAP2 CENTG1 KIAA0167	Homo sapiens (Human)	1192
Q99496	reviewed	RING2_HUMAN	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (Huntingtin-interacting protein 2-interacting protein 3) (HIP2-interacting protein 3) (Protein DinG) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING finger protein BAP-1) (RING-type E3 ubiquitin transferase RING2)	RNF2 BAP1 DING HIPI3 RING1B	Homo sapiens (Human)	336
Q99590	reviewed	SCAFB_HUMAN	"Protein SCAF11 (CTD-associated SR protein 11) (Renal carcinoma antigen NY-REN-40) (SC35-interacting protein 1) (SR-related and CTD-associated factor 11) (SRSF2-interacting protein) (Serine/arginine-rich splicing factor 2-interacting protein) (Splicing factor, arginine/serine-rich 2-interacting protein) (Splicing regulatory protein 129) (SRrp129)"	SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP	Homo sapiens (Human)	1463
Q99592	reviewed	ZBT18_HUMAN	Zinc finger and BTB domain-containing protein 18 (58 kDa repressor protein) (Transcriptional repressor RP58) (Translin-associated zinc finger protein 1) (TAZ-1) (Zinc finger protein 238) (Zinc finger protein C2H2-171)	ZBTB18 RP58 TAZ1 ZNF238	Homo sapiens (Human)	522
Q99612	reviewed	KLF6_HUMAN	Krueppel-like factor 6 (B-cell-derived protein 1) (Core promoter element-binding protein) (GC-rich sites-binding factor GBF) (Proto-oncogene BCD1) (Suppressor of tumorigenicity 12 protein) (Transcription factor Zf9)	KLF6 BCD1 COPEB CPBP ST12	Homo sapiens (Human)	283
Q99675	reviewed	CGRF1_HUMAN	Cell growth regulator with RING finger domain protein 1 (Cell growth regulatory gene 19 protein) (RING finger protein 197)	CGRRF1 CGR19 RNF197	Homo sapiens (Human)	332
Q99684	reviewed	GFI1_HUMAN	Zinc finger protein Gfi-1 (Growth factor independent protein 1) (Zinc finger protein 163)	GFI1 ZNF163	Homo sapiens (Human)	422
Q99728	reviewed	BARD1_HUMAN	BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)	BARD1	Homo sapiens (Human)	777
Q99942	reviewed	RNF5_HUMAN	E3 ubiquitin-protein ligase RNF5 (EC 2.3.2.27) (RING finger protein 5) (Ram1 homolog) (HsRma1)	RNF5 G16 NG2 RMA1	Homo sapiens (Human)	180
Q9BQ04	reviewed	RBM4B_HUMAN	RNA-binding protein 4B (RNA-binding motif protein 30) (RNA-binding motif protein 4B) (RNA-binding protein 30)	RBM4B RBM30	Homo sapiens (Human)	359
Q9BQ24	reviewed	ZFY21_HUMAN	Zinc finger FYVE domain-containing protein 21 (ZF21)	ZFYVE21	Homo sapiens (Human)	234
Q9BQ83	reviewed	SLX1_HUMAN	Structure-specific endonuclease subunit SLX1 (EC 3.1.-.-) (GIY-YIG domain-containing protein 1)	SLX1A GIYD1 SLX1; SLX1B GIYD2 SLX1	Homo sapiens (Human)	275
Q9BQA5	reviewed	HINFP_HUMAN	Histone H4 transcription factor (Histone nuclear factor P) (HiNF-P) (MBD2-interacting zinc finger protein) (Methyl-CpG-binding protein 2-interacting zinc finger protein)	HINFP MIZF ZNF743	Homo sapiens (Human)	517
Q9BQS8	reviewed	FYCO1_HUMAN	FYVE and coiled-coil domain-containing protein 1 (Zinc finger FYVE domain-containing protein 7)	FYCO1 ZFYVE7	Homo sapiens (Human)	1478
Q9BQW3	reviewed	COE4_HUMAN	Transcription factor COE4 (Early B-cell factor 4) (EBF-4) (Olf-1/EBF-like 4) (O/E-4) (OE-4)	EBF4 COE4 KIAA1442	Homo sapiens (Human)	602
Q9BRP0	reviewed	OVOL2_HUMAN	Transcription factor Ovo-like 2 (hOvo2) (Zinc finger protein 339)	OVOL2 ZNF339	Homo sapiens (Human)	275
Q9BRQ0	reviewed	PYGO2_HUMAN	Pygopus homolog 2	PYGO2 PP7910	Homo sapiens (Human)	406
Q9BRR0	reviewed	ZKSC3_HUMAN	Zinc finger protein with KRAB and SCAN domains 3 (Zinc finger and SCAN domain-containing protein 13) (Zinc finger protein 306) (Zinc finger protein 309) (Zinc finger protein 47 homolog) (Zf47) (Zfp-47)	ZKSCAN3 ZFP47 ZNF306 ZNF309 ZSCAN13	Homo sapiens (Human)	538
Q9BRZ2	reviewed	TRI56_HUMAN	E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (Tripartite motif-containing protein 56)	TRIM56 RNF109	Homo sapiens (Human)	755
Q9BS34	reviewed	ZN670_HUMAN	Zinc finger protein 670	ZNF670	Homo sapiens (Human)	389
Q9BSG1	reviewed	ZNF2_HUMAN	Zinc finger protein 2 (Zinc finger protein 2.2) (Zinc finger protein 661)	ZNF2 ZNF661	Homo sapiens (Human)	425
Q9BSM1	reviewed	PCGF1_HUMAN	Polycomb group RING finger protein 1 (Nervous system Polycomb-1) (NSPc1) (RING finger protein 68)	PCGF1 NSPC1 RNF68	Homo sapiens (Human)	259
Q9BT49	reviewed	THAP7_HUMAN	THAP domain-containing protein 7	THAP7	Homo sapiens (Human)	309
Q9BTC0	reviewed	DIDO1_HUMAN	Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1)	DIDO1 C20orf158 DATF1 KIAA0333	Homo sapiens (Human)	2240
Q9BTC8	reviewed	MTA3_HUMAN	Metastasis-associated protein MTA3	MTA3 KIAA1266	Homo sapiens (Human)	594
Q9BTP6	reviewed	ZBED2_HUMAN	Zinc finger BED domain-containing protein 2	ZBED2	Homo sapiens (Human)	218
Q9BU19	reviewed	ZN692_HUMAN	Zinc finger protein 692 (AICAR responsive element binding protein)	ZNF692 AREBP ZFP692	Homo sapiens (Human)	519
Q9BUL5	reviewed	PHF23_HUMAN	PHD finger protein 23 (PDH-containing protein JUNE-1)	PHF23	Homo sapiens (Human)	403
Q9BUY5	reviewed	ZN426_HUMAN	Zinc finger protein 426	ZNF426	Homo sapiens (Human)	554
Q9BUZ4	reviewed	TRAF4_HUMAN	TNF receptor-associated factor 4 (EC 2.3.2.27) (Cysteine-rich domain associated with RING and Traf domains protein 1) (Metastatic lymph node gene 62 protein) (MLN 62) (RING finger protein 83)	TRAF4 CART1 MLN62 RNF83	Homo sapiens (Human)	470
Q9BV36	reviewed	MELPH_HUMAN	Melanophilin (Exophilin-3) (Slp homolog lacking C2 domains a) (SlaC2-a) (Synaptotagmin-like protein 2a)	MLPH SLAC2A	Homo sapiens (Human)	600
Q9BV68	reviewed	RN126_HUMAN	E3 ubiquitin-protein ligase RNF126 (EC 2.3.2.27) (RING finger protein 126)	RNF126	Homo sapiens (Human)	311
Q9BVG3	reviewed	TRI62_HUMAN	E3 ubiquitin-protein ligase TRIM62 (EC 2.3.2.27) (Tripartite motif-containing protein 62)	TRIM62	Homo sapiens (Human)	475
Q9BVI0	reviewed	PHF20_HUMAN	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP	Homo sapiens (Human)	1012
Q9BWE0	reviewed	REPI1_HUMAN	Replication initiator 1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)	REPIN1 RIP60 ZNF464	Homo sapiens (Human)	567
Q9BWF2	reviewed	TRAIP_HUMAN	E3 ubiquitin-protein ligase TRAIP (EC 2.3.2.27) (RING finger protein 206) (TRAF-interacting protein)	TRAIP RNF206 TRIP	Homo sapiens (Human)	469
Q9BWF3	reviewed	RBM4_HUMAN	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	RBM4 RBM4A	Homo sapiens (Human)	364
Q9BWG6	reviewed	SCNM1_HUMAN	Sodium channel modifier 1	SCNM1	Homo sapiens (Human)	230
Q9BWW7	reviewed	SCRT1_HUMAN	Transcriptional repressor scratch 1 (Scratch homolog 1 zinc finger protein) (SCRT) (Scratch 1) (hScrt)	SCRT1	Homo sapiens (Human)	348
Q9BWX1	reviewed	PHF7_HUMAN	PHD finger protein 7 (Testis development protein NYD-SP6)	PHF7	Homo sapiens (Human)	381
Q9BWX5	reviewed	GATA5_HUMAN	Transcription factor GATA-5 (GATA-binding factor 5)	GATA5	Homo sapiens (Human)	397
Q9BXR3	reviewed	POK6_HUMAN	Endogenous retrovirus group K member 6 Pol protein (HERV-K(C7) Pol protein) (HERV-K(HML-2.HOM) Pol protein) (HERV-K108 Pol protein) (HERV-K_7p22.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	ERVK-6 ERVK6	Homo sapiens (Human)	956
Q9BXT4	reviewed	TDRD1_HUMAN	Tudor domain-containing protein 1 (Cancer/testis antigen 41.1) (CT41.1)	TDRD1	Homo sapiens (Human)	1180
Q9BXT8	reviewed	RNF17_HUMAN	RING finger protein 17 (Tudor domain-containing protein 4)	RNF17 TDRD4	Homo sapiens (Human)	1623
Q9BY12	reviewed	SCAPE_HUMAN	S phase cyclin A-associated protein in the endoplasmic reticulum (S phase cyclin A-associated protein in the ER) (Zinc finger protein 291)	SCAPER KIAA1454 ZNF291 MSTP063	Homo sapiens (Human)	1400
Q9BY66	reviewed	KDM5D_HUMAN	Lysine-specific demethylase 5D (EC 1.14.11.67) (Histocompatibility Y antigen) (H-Y) (Histone demethylase JARID1D) (Jumonji/ARID domain-containing protein 1D) (Protein SmcY) ([histone H3]-trimethyl-L-lysine(4) demethylase 5D)	KDM5D HY HYA JARID1D KIAA0234 SMCY	Homo sapiens (Human)	1539
Q9BY78	reviewed	RNF26_HUMAN	E3 ubiquitin-protein ligase RNF26 (EC 2.3.2.27) (RING finger protein 26)	RNF26	Homo sapiens (Human)	433
Q9BYE7	reviewed	PCGF6_HUMAN	Polycomb group RING finger protein 6 (Mel18 and Bmi1-like RING finger) (RING finger protein 134)	PCGF6 MBLR RNF134	Homo sapiens (Human)	350
Q9BYJ4	reviewed	TRI34_HUMAN	E3 ubiquitin-protein ligase TRIM34 (EC 2.3.2.27) (Interferon-responsive finger protein 1) (RING finger protein 21)	TRIM34 IFP1 RNF21	Homo sapiens (Human)	488
Q9BYK8	reviewed	HELZ2_HUMAN	"3'-5' exoribonuclease HELZ2 (EC 3.1.13.1) (ATP-dependent RNA helicase PRIC285) (EC 3.6.4.13) (Helicase with zinc finger 2, transcriptional coactivator) (Helicase with zinc finger domain 2) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"	HELZ2 KIAA1769 PRIC285	Homo sapiens (Human)	2896
